,vacancy_name,vacancy_link,employer_link,salary_min,salary_max,salary_unit
594,Ведущий разработчик СУБД (Oracle / PostgreSQL),https://ekaterinburg.hh.ru/vacancy/38762480?query=python,https://hh.ru/employer/212543,,,
595,Data Engineer (Дивизион `Массовая персонализация`),https://ekaterinburg.hh.ru/vacancy/38527836?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
596,Архитектор big data решений / Ведущий разработчик big data решений,https://ekaterinburg.hh.ru/vacancy/36848529?query=python,https://hh.ru/employer/3809754,,,
597,Senior Frontend Developer (React),https://ekaterinburg.hh.ru/vacancy/37480837?query=python,https://hh.ru/employer/2136954,,,
598,Ведущий Java-разработчик,https://ekaterinburg.hh.ru/vacancy/38619640?query=python,https://hh.ru/employer/703850,,,
599,Senior Data Analyst,https://ekaterinburg.hh.ru/vacancy/38877736?query=python,https://hh.ru/employer/1916530,,,
600,"Системный администратор, инженер Linux",https://ekaterinburg.hh.ru/vacancy/38024367?query=python,https://hh.ru/employer/2575750,140000.0,,руб.
601,Аналитик данных/Data Analyst,https://ekaterinburg.hh.ru/vacancy/38684966?query=python,https://hh.ru/employer/678,,,
602,Data analyst,https://ekaterinburg.hh.ru/vacancy/39072833?query=python,https://hh.ru/employer/1521936,,,
603,Специалист по управлению уязвимостями,https://ekaterinburg.hh.ru/vacancy/38642267?query=python,https://hh.ru/employer/1208541,,,
604,DevOps engineer,https://ekaterinburg.hh.ru/vacancy/38572975?query=python,https://hh.ru/employer/1736340,,250000.0,руб.
605,Ведущий инженер по тестированию,https://ekaterinburg.hh.ru/vacancy/36057559?query=python,https://hh.ru/employer/2155808?dpt=2155808-2155808-uma,,250000.0,руб.
606,Web-программист,https://ekaterinburg.hh.ru/vacancy/38173885?query=python,https://hh.ru/employer/1256842,,,
607,Разработчик ETL/DWH,https://ekaterinburg.hh.ru/vacancy/38950390?query=python,https://hh.ru/employer/2102,,200000.0,руб.
608,Search Engineer,https://ekaterinburg.hh.ru/vacancy/38364405?query=python,https://hh.ru/employer/1829949,,350000.0,руб.
609,Разработчик в Почту (C++),https://ekaterinburg.hh.ru/vacancy/38654807?query=python,https://hh.ru/employer/1740,,,
610,DevOps Engineer,https://ekaterinburg.hh.ru/vacancy/39080925?query=python,https://hh.ru/employer/32918,,,
611,Аналитик BI,https://ekaterinburg.hh.ru/vacancy/37388360?query=python,https://hh.ru/employer/136929,120000.0,,руб.
612,Frontend developer в Uncrn.me,https://ekaterinburg.hh.ru/vacancy/38770705?query=python,https://hh.ru/employer/2844266,150000.0,,руб.
613,Разработчик Go (Security),https://ekaterinburg.hh.ru/vacancy/39151344?query=python,https://hh.ru/employer/84585,,,
614,Data Scientist на проекты по анализу текстов и новостей,https://ekaterinburg.hh.ru/vacancy/38071205?query=python,https://hh.ru/employer/4181,,,
615,Data scientist в Дивизион `Массовая персонализация`,https://ekaterinburg.hh.ru/vacancy/38527809?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
616,Scala Developer,https://ekaterinburg.hh.ru/vacancy/39025493?query=python,https://hh.ru/employer/3870857,,,
617,"Наставник в Практикум на программу обучения ""Веб-разработчик""",https://ekaterinburg.hh.ru/vacancy/38569386?query=python,https://hh.ru/employer/1740,,,
618,DevOps инженер,https://ekaterinburg.hh.ru/vacancy/38880026?query=python,https://hh.ru/employer/1093327,,,
619,Senior Golang developer (remotely),https://ekaterinburg.hh.ru/vacancy/38956403?query=python,https://hh.ru/employer/84051,,,
620,Manual QA Engineer (Инженер по ручному тестированию),https://ekaterinburg.hh.ru/vacancy/39149946?query=python,https://hh.ru/employer/793926,100000.0,140000.0,руб.
621,Linux администратор,https://ekaterinburg.hh.ru/vacancy/38665608?query=python,https://hh.ru/employer/969031,,,
622,Инженер по автоматизации тестирования / QA Automation Engineer,https://ekaterinburg.hh.ru/vacancy/37730400?query=python,https://hh.ru/employer/6382,,,
623,DevOps инженер,https://ekaterinburg.hh.ru/vacancy/36656015?query=python,https://hh.ru/employer/567049,,,
624,DevOps инженер,https://ekaterinburg.hh.ru/vacancy/38414517?query=python,https://hh.ru/employer/1440683,,,
625,Full Stack PHP-разработчик,https://ekaterinburg.hh.ru/vacancy/39120814?query=python,https://hh.ru/employer/816,,,
626,QA Engineer (senior/middle),https://ekaterinburg.hh.ru/vacancy/39139488?query=python,https://hh.ru/employer/4600821,,,
627,Frontend-разработчик приложений,https://ekaterinburg.hh.ru/vacancy/38637501?query=python,https://hh.ru/employer/4438723,,,
628,Руководитель отдела анализа данных и математического моделирования (Data Science),https://ekaterinburg.hh.ru/vacancy/38190948?query=python,https://hh.ru/employer/2155808?dpt=2155808-2155808-uma,,,
629,Инженер технической поддержки Linux,https://ekaterinburg.hh.ru/vacancy/38610951?query=python,https://hh.ru/employer/2848117,80000.0,,руб.
630,WEB-аналитик,https://ekaterinburg.hh.ru/vacancy/38305415?query=python,https://hh.ru/employer/59422,,,
631,Web-аналитик,https://ekaterinburg.hh.ru/vacancy/39098645?query=python,https://hh.ru/employer/4596702,100000.0,,руб.
632,C# Fullstack разработчик,https://ekaterinburg.hh.ru/vacancy/38491442?query=python,https://hh.ru/employer/1057,,,
633,Инженер DevOps,https://ekaterinburg.hh.ru/vacancy/39138025?query=python,https://hh.ru/employer/898,,,
634,Code reviewer (С++),https://ekaterinburg.hh.ru/vacancy/37203751?query=python,https://hh.ru/employer/1740,,,
635,Администратор BigData (Hadoop),https://ekaterinburg.hh.ru/vacancy/37933767?query=python,https://hh.ru/employer/80,,,
636,DevOps инженер,https://ekaterinburg.hh.ru/vacancy/37072718?query=python,https://hh.ru/employer/103944,,,
637,Java Разработчик,https://ekaterinburg.hh.ru/vacancy/39134884?query=python,https://hh.ru/employer/2739341,,,
638,Преподаватель по программированию,https://ekaterinburg.hh.ru/vacancy/39082800?query=python,https://hh.ru/employer/4026799,24000.0,,руб.
639,Бизнес-аналитик (Big Data),https://ekaterinburg.hh.ru/vacancy/38512230?query=python,https://hh.ru/employer/3127?dpt=mgfn-3127-it,,,
640,Разработчик 1С Битрикс,https://ekaterinburg.hh.ru/vacancy/39150194?query=python,https://hh.ru/employer/4137738,,,
641,Security Software Engineer,https://ekaterinburg.hh.ru/vacancy/39086332?query=python,https://hh.ru/employer/4659934,,,
642,Rust Developer,https://ekaterinburg.hh.ru/vacancy/36357908?query=python,https://hh.ru/employer/2898081,2000.0,,EUR
643,Web-аналитик,https://ekaterinburg.hh.ru/vacancy/39130117?query=python,https://hh.ru/employer/3266787,,,
644,Data Scientist,https://ekaterinburg.hh.ru/vacancy/38504146?query=python,https://hh.ru/employer/49357,,,
645,Разработчик С++ (Back-end/CCTV/IPTV/OTT),https://ekaterinburg.hh.ru/vacancy/37390664?query=python,https://hh.ru/employer/42000,,,
646,Full stack developer / architect for R&D software,https://ekaterinburg.hh.ru/vacancy/38189927?query=python,https://hh.ru/employer/3823903,,,
647,Системный аналитик DWH (Hadoop),https://ekaterinburg.hh.ru/vacancy/39161187?query=python,https://hh.ru/employer/139,,,
648,Аналитик-разработчик (Data Scientist),https://ekaterinburg.hh.ru/vacancy/39151871?query=python,https://hh.ru/employer/78638,,,
649,QA engineer,https://ekaterinburg.hh.ru/vacancy/37348929?query=python,https://hh.ru/employer/1829949,,,
650,"Senior Developer Tools Engineer, C++ & Qt",https://ekaterinburg.hh.ru/vacancy/38783420?query=python,https://hh.ru/employer/5135,,,
651,Ведущий программист С++,https://ekaterinburg.hh.ru/vacancy/37487443?query=python,https://hh.ru/employer/215019,200000.0,,руб.
652,Системный администратор Linux,https://ekaterinburg.hh.ru/vacancy/38633517?query=python,https://hh.ru/employer/699283,,,
653,DevOps Engineer with Backend experience,https://ekaterinburg.hh.ru/vacancy/38177069?query=python,https://hh.ru/employer/2209062,,,
654,Senior frontend developer,https://ekaterinburg.hh.ru/vacancy/38993374?query=python,https://hh.ru/employer/215019,200000.0,,руб.
655,"Ведущий инженер Linux (SRE, DevOps)",https://ekaterinburg.hh.ru/vacancy/37983491?query=python,https://hh.ru/employer/42000,,,
656,Senior Python/Django developer/architect в международную компанию,https://ekaterinburg.hh.ru/vacancy/39081415?query=python,https://hh.ru/employer/4725596,,300000.0,руб.
657,Аналитик данных/ Data analyst,https://ekaterinburg.hh.ru/vacancy/38331034?query=python,https://hh.ru/employer/7172?dpt=7172-7172-ofis,,,
658,Системный администратор Linux (инфраструктурные сервисы),https://ekaterinburg.hh.ru/vacancy/26650205?query=python,https://hh.ru/employer/238419,,,
659,Linux Kernel Developer,https://ekaterinburg.hh.ru/vacancy/39086338?query=python,https://hh.ru/employer/4659934,,,
660,Big data developer/data engineer (middle/senior),https://ekaterinburg.hh.ru/vacancy/36426931?query=python,https://hh.ru/employer/3144945,,,
661,Data & Business Analyst,https://ekaterinburg.hh.ru/vacancy/39026164?query=python,https://hh.ru/employer/1708668,,,
662,Senior Software Engineer,https://ekaterinburg.hh.ru/vacancy/38792397?query=python,https://hh.ru/employer/2850947,,,
663,Системный инженер Linux,https://ekaterinburg.hh.ru/vacancy/29323707?query=python,https://hh.ru/employer/213397,,,
664,Web Analyst (Insights),https://ekaterinburg.hh.ru/vacancy/38869122?query=python,https://hh.ru/employer/4176223,,,
665,Аналитик,https://ekaterinburg.hh.ru/vacancy/38712658?query=python,https://hh.ru/employer/4125007,100000.0,,руб.
666,Инженер по тестированию и поддержке пользователей,https://ekaterinburg.hh.ru/vacancy/39079825?query=python,https://hh.ru/employer/164477,,,
667,Senior PHP Fullstack developer,https://ekaterinburg.hh.ru/vacancy/38957749?query=python,https://hh.ru/employer/4870566,160000.0,,руб.
668,Senior iOS Developer,https://ekaterinburg.hh.ru/vacancy/39153618?query=python,https://hh.ru/employer/3239351,,,
669,Senior Data Analyst,https://ekaterinburg.hh.ru/vacancy/38299873?query=python,https://hh.ru/employer/2739341,,,
670,Аналитик,https://ekaterinburg.hh.ru/vacancy/38585536?query=python,https://hh.ru/employer/2464195,60000.0,80000.0,руб.
671,Senior Frontend developer (React),https://ekaterinburg.hh.ru/vacancy/38221932?query=python,https://hh.ru/employer/3230802,,320000.0,руб.
672,Lead Data Scientist управления финансовых моделей (Big data),https://ekaterinburg.hh.ru/vacancy/37688243?query=python,https://hh.ru/employer/4181,,,
673,Инженер-программист офисного ПО на C++ (GTK/Qt),https://ekaterinburg.hh.ru/vacancy/36999778?query=python,https://hh.ru/employer/238419,,,
674,Преподаватель курсов «Программирование на языке Python»,https://ekaterinburg.hh.ru/vacancy/39072598?query=python,https://hh.ru/employer/8219,,,
675,Программист / Разработчик агоритмов торговли на бирже,https://ekaterinburg.hh.ru/vacancy/39101590?query=python,https://hh.ru/employer/2456199,150000.0,220000.0,руб.
676,Python разработчик (middle),https://ekaterinburg.hh.ru/vacancy/38502449?query=python,https://hh.ru/employer/665449,80000.0,150000.0,руб.
677,Senior Data Scientist в команду Retail FX,https://ekaterinburg.hh.ru/vacancy/38343485?query=python,https://hh.ru/employer/4023,,,
678,"Technical Support Engineer (C++, Nx Meta)",https://ekaterinburg.hh.ru/vacancy/35594122?query=python,https://hh.ru/employer/899854,3500.0,,USD
679,Системный программист,https://ekaterinburg.hh.ru/vacancy/37506965?query=python,https://hh.ru/employer/2262181,,,
680,QA инженер,https://ekaterinburg.hh.ru/vacancy/38514341?query=python,https://hh.ru/employer/2808,,120000.0,руб.
681,Senior DevOps Engineer (Remote),https://ekaterinburg.hh.ru/vacancy/39140784?query=python,https://hh.ru/employer/2661894,,,
682,Bi-аналитик/ Бизнес-аналитик (складская и транспортная логистика),https://ekaterinburg.hh.ru/vacancy/39110996?query=python,https://hh.ru/employer/761435,,,
683,Старший системный администратор,https://ekaterinburg.hh.ru/vacancy/38642721?query=python,https://hh.ru/employer/1176596,60000.0,80000.0,руб.
684,Expert QA engineer (automation),https://ekaterinburg.hh.ru/vacancy/38533647?query=python,https://hh.ru/employer/4023,,,
685,QA\ Тестировщик,https://ekaterinburg.hh.ru/vacancy/37692069?query=python,https://hh.ru/employer/2682,,,
686,Системный инженер (IoT),https://ekaterinburg.hh.ru/vacancy/38729042?query=python,https://hh.ru/employer/2690744,,,
687,Программист-разработчик (медицинские проекты),https://ekaterinburg.hh.ru/vacancy/39085146?query=python,https://hh.ru/employer/3529?dpt=3529-3529-lead,,,
688,Разработчик информационных систем,https://ekaterinburg.hh.ru/vacancy/38997253?query=python,https://hh.ru/employer/753622,,,
689,Devops инженер,https://ekaterinburg.hh.ru/vacancy/38514542?query=python,https://hh.ru/employer/232718,,,
690,Руководитель группы Data инженеров (Chief Data Engineer),https://ekaterinburg.hh.ru/vacancy/38763322?query=python,https://hh.ru/employer/7172?dpt=7172-7172-it,,,
691,"Аналитик-разработчик BI, Data Engineer",https://ekaterinburg.hh.ru/vacancy/39125053?query=python,https://hh.ru/employer/659638,90000.0,,руб.
692,Инженер данных (Дата инженер) в управление обработки и подготовки данных,https://ekaterinburg.hh.ru/vacancy/37363786?query=python,https://hh.ru/employer/4181,,,
693,Аналитик данных (дистанционная работа),https://ekaterinburg.hh.ru/vacancy/39136192?query=python,https://hh.ru/employer/598439,,,
694,Инженер по Linux системам,https://ekaterinburg.hh.ru/vacancy/37098725?query=python,https://hh.ru/employer/11036,120000.0,180000.0,руб.
695,Lead Automation QA,https://ekaterinburg.hh.ru/vacancy/39083336?query=python,https://hh.ru/employer/2096712,180000.0,220000.0,руб.
696,Ведущий разработчик ПО в области облачных технологий,https://ekaterinburg.hh.ru/vacancy/38722315?query=python,https://hh.ru/employer/3555320,250000.0,,руб.
697,Аналитик,https://ekaterinburg.hh.ru/vacancy/38673106?query=python,https://hh.ru/employer/2136954,,,
698,Full-stack Developer (.NET Core / Angular),https://ekaterinburg.hh.ru/vacancy/37842456?query=python,https://hh.ru/employer/3210257,,,
699,Senior Product / Data Analyst,https://ekaterinburg.hh.ru/vacancy/31648507?query=python,https://hh.ru/employer/928036,200000.0,,руб.
700,Data Engineer / ETL Developer,https://ekaterinburg.hh.ru/vacancy/39157901?query=python,https://hh.ru/employer/2863076,,,
701,C++ Developer (MacOS),https://ekaterinburg.hh.ru/vacancy/37492546?query=python,https://hh.ru/employer/1057,,,
702,Data scientist (аналитик/ моделист),https://ekaterinburg.hh.ru/vacancy/38037678?query=python,https://hh.ru/employer/1111058,,,
703,Java-разработчик Кинопоиска,https://ekaterinburg.hh.ru/vacancy/30887919?query=python,https://hh.ru/employer/1740,,,
704,Devops engineer,https://ekaterinburg.hh.ru/vacancy/38908010?query=python,https://hh.ru/employer/946607,,,
705,Senior C++ Developer for KernelCare [Remote],https://ekaterinburg.hh.ru/vacancy/38931393?query=python,https://hh.ru/employer/1245452,,,
706,Инженер систем виртуализации и СХД / Системный администратор,https://ekaterinburg.hh.ru/vacancy/38797938?query=python,https://hh.ru/employer/2895,75000.0,130000.0,руб.
707,Системный администратор Linux,https://ekaterinburg.hh.ru/vacancy/35269146?query=python,https://hh.ru/employer/154761,,,
708,Senior Python developer в музыкальный стриминговый сервис Звук,https://ekaterinburg.hh.ru/vacancy/37899193?query=python,https://hh.ru/employer/1829949,,,
709,IOS Developer,https://ekaterinburg.hh.ru/vacancy/32481016?query=python,https://hh.ru/employer/2136954,,,
710,Системный администратор Linux (DevOps),https://ekaterinburg.hh.ru/vacancy/37980286?query=python,https://hh.ru/employer/188712,,,
711,Ведущий разработчик базы данных (PostgreSQL),https://ekaterinburg.hh.ru/vacancy/38849406?query=python,https://hh.ru/employer/2575750,160000.0,,руб.
712,Product Analyst,https://ekaterinburg.hh.ru/vacancy/38678087?query=python,https://hh.ru/employer/3720758,,,
713,Системный администратор Linux (Виртуализация и СХД),https://ekaterinburg.hh.ru/vacancy/38768229?query=python,https://hh.ru/employer/1864933,,,
714,Senior iOS Developer,https://ekaterinburg.hh.ru/vacancy/38364323?query=python,https://hh.ru/employer/3380507,250000.0,300000.0,руб.
715,Middle Software Developer,https://ekaterinburg.hh.ru/vacancy/38799800?query=python,https://hh.ru/employer/4693840,,,
716,Продуктовый аналитик,https://ekaterinburg.hh.ru/vacancy/38053356?query=python,https://hh.ru/employer/2279941,160000.0,190000.0,руб.
717,Главный инженер по тестированию,https://ekaterinburg.hh.ru/vacancy/38507492?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
718,Разработчик С++ в Linux-team,https://ekaterinburg.hh.ru/vacancy/39113587?query=python,https://hh.ru/employer/142231,,,
719,DevOps Team Lead,https://ekaterinburg.hh.ru/vacancy/39137458?query=python,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,,,
720,"Java разработчик (Middle, Senior)",https://ekaterinburg.hh.ru/vacancy/38702377?query=python,https://hh.ru/employer/4934?dpt=bil-4934-beel,,,
721,Quantitative Researcher (Deep Research),https://ekaterinburg.hh.ru/vacancy/37374211?query=python,https://hh.ru/employer/826770,,,
722,Аналитик-программист,https://ekaterinburg.hh.ru/vacancy/38521253?query=python,https://hh.ru/employer/1619521,,,
723,Системный администратор Linux,https://ekaterinburg.hh.ru/vacancy/35025143?query=python,https://hh.ru/employer/1864933,,,
724,Аналитик данных,https://ekaterinburg.hh.ru/vacancy/39160403?query=python,https://hh.ru/employer/87322,100000.0,,руб.
725,ML Engineer (команда беспилотника),https://ekaterinburg.hh.ru/vacancy/38397222?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
726,DBA Engineer (PostreSQL),https://ekaterinburg.hh.ru/vacancy/39153415?query=python,https://hh.ru/employer/84585,,,
727,Java Software Developer Middle,https://ekaterinburg.hh.ru/vacancy/38969921?query=python,https://hh.ru/employer/4871538,,,
728,Главный эксперт (математическое моделирование),https://ekaterinburg.hh.ru/vacancy/39112934?query=python,https://hh.ru/employer/47858,,,
729,Middle PHP Fullstack developer,https://ekaterinburg.hh.ru/vacancy/39072852?query=python,https://hh.ru/employer/4870566,120000.0,140000.0,руб.
730,QA Engineer/ Инженер по автоматизированному тестированию (QA),https://ekaterinburg.hh.ru/vacancy/38340993?query=python,https://hh.ru/employer/906557,,,
731,QA Automation Engineer,https://ekaterinburg.hh.ru/vacancy/38006033?query=python,https://hh.ru/employer/4925,,,
732,DevOps инженер (Kubernetes),https://ekaterinburg.hh.ru/vacancy/39079515?query=python,https://hh.ru/employer/1149,,,
733,Web-аналитик,https://ekaterinburg.hh.ru/vacancy/39161031?query=python,https://hh.ru/employer/87968,,,
734,DevOps Engineer (remote),https://ekaterinburg.hh.ru/vacancy/39162291?query=python,https://hh.ru/employer/1871949,150000.0,300000.0,руб.
735,Стажер разработчик SAP,https://ekaterinburg.hh.ru/vacancy/39097036?query=python,https://hh.ru/employer/567928,,,
736,Программист Delphi,https://ekaterinburg.hh.ru/vacancy/39146918?query=python,https://hh.ru/employer/339,100000.0,130000.0,руб.
737,Backend developer senior,https://ekaterinburg.hh.ru/vacancy/38576070?query=python,https://hh.ru/employer/1911403,,,
738,Аналитик в дирекцию по стратегии,https://ekaterinburg.hh.ru/vacancy/38871054?query=python,https://hh.ru/employer/4934?dpt=bil-4934-beel,,,
739,Инженер по нагрузочному тестированию,https://ekaterinburg.hh.ru/vacancy/37496885?query=python,https://hh.ru/employer/4023,,,
740,DevOps инженер (МТС ТВ),https://ekaterinburg.hh.ru/vacancy/39102637?query=python,https://hh.ru/employer/3776?dpt=mts-3776-it,,,
741,Разработчик С (embedded),https://ekaterinburg.hh.ru/vacancy/38384776?query=python,https://hh.ru/employer/2262181,,,
742,Бизнес-аналитик,https://ekaterinburg.hh.ru/vacancy/38342149?query=python,https://hh.ru/employer/4934?dpt=bil-4934-beel,,,
743,Программист С++/Qt,https://ekaterinburg.hh.ru/vacancy/39084588?query=python,https://hh.ru/employer/44415,80000.0,150000.0,руб.
744,Senior golang developer,https://ekaterinburg.hh.ru/vacancy/34041975?query=python,https://hh.ru/employer/2300703,,,
745,Data-инженер / Ведущий data-инженер (Корпоративные клиенты 360),https://ekaterinburg.hh.ru/vacancy/39071310?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
746,Senior Data Engineer / Ведущий инженер данных,https://ekaterinburg.hh.ru/vacancy/37167337?query=python,https://hh.ru/employer/2155808?dpt=2155808-2155808-uma,,290000.0,руб.
747,Ведущий разработчик C#,https://ekaterinburg.hh.ru/vacancy/38105029?query=python,https://hh.ru/employer/2238,,,
748,Data Analyst (AppCalls),https://ekaterinburg.hh.ru/vacancy/39063401?query=python,https://hh.ru/employer/84585,,,
749,Devops инженер,https://ekaterinburg.hh.ru/vacancy/39088703?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
750,Руководитель группы тестирования (QA Lead),https://ekaterinburg.hh.ru/vacancy/38400133?query=python,https://hh.ru/employer/17520,170000.0,210000.0,руб.
751,Джуниор инженер по автоматизации и приводным системам,https://ekaterinburg.hh.ru/vacancy/38779293?query=python,https://hh.ru/employer/808517,,,
752,OpenStack DevOps (Cloud solutions),https://ekaterinburg.hh.ru/vacancy/38644894?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
753,Младший программист в отдел исследований,https://ekaterinburg.hh.ru/vacancy/37973265?query=python,https://hh.ru/employer/8327,60000.0,,руб.
754,Compiler Engineer for ML Framework,https://ekaterinburg.hh.ru/vacancy/37555107?query=python,https://hh.ru/employer/429,,,
755,Site Reliability Engineer (SRE),https://ekaterinburg.hh.ru/vacancy/38932104?query=python,https://hh.ru/employer/851138,,,
756,Системный инженер DevOps,https://ekaterinburg.hh.ru/vacancy/38477834?query=python,https://hh.ru/employer/3778,,,
757,Помощник системного администратора / стажер,https://ekaterinburg.hh.ru/vacancy/38743330?query=python,https://hh.ru/employer/158156,40000.0,,руб.
758,Аналитик данных,https://ekaterinburg.hh.ru/vacancy/38378386?query=python,https://hh.ru/employer/2571357,,,
759,Coordinator of Machine Learning Education Programs,https://ekaterinburg.hh.ru/vacancy/38397603?query=python,https://hh.ru/employer/429,,,
760,Разработчик Биг Дата / Развитие SmartData,https://ekaterinburg.hh.ru/vacancy/38554482?query=python,https://hh.ru/employer/1496,,,
761,Head of Software Engineering/Руководитель отдела разработки ПО,https://ekaterinburg.hh.ru/vacancy/39114128?query=python,https://hh.ru/employer/7172?dpt=7172-7172-it,,,
762,QA Automation Engineer на проект Digital Credit,https://ekaterinburg.hh.ru/vacancy/29199606?query=python,https://hh.ru/employer/4181,,,
763,Специалист-исследователь / Deep Learning Research Engineer,https://ekaterinburg.hh.ru/vacancy/37672570?query=python,https://hh.ru/employer/3491569,,,
764,ETL/DWH Developer,https://ekaterinburg.hh.ru/vacancy/39108578?query=python,https://hh.ru/employer/697715,,,
765,Software Architect,https://ekaterinburg.hh.ru/vacancy/38909456?query=python,https://hh.ru/employer/1248425,200000.0,,руб.
766,Web аналитик,https://ekaterinburg.hh.ru/vacancy/38213193?query=python,https://hh.ru/employer/2104700,150000.0,,руб.
767,"Преподаватель компьютерных IT курсов, программирования, информатики",https://ekaterinburg.hh.ru/vacancy/35869268?query=python,https://hh.ru/employer/1358439,,140000.0,руб.
768,"Наставник в Практикум на программу обучения ""Аналитик данных""",https://ekaterinburg.hh.ru/vacancy/38569505?query=python,https://hh.ru/employer/1740,,,
769,QA Lead/Эксперт группы тестирования,https://ekaterinburg.hh.ru/vacancy/39130008?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
770,DevOps Team Lead (Remote),https://ekaterinburg.hh.ru/vacancy/39140793?query=python,https://hh.ru/employer/2661894,,,
771,Системный Инженер (Linux),https://ekaterinburg.hh.ru/vacancy/36535379?query=python,https://hh.ru/employer/790022,,,
772,С++ разработчик прикладного встраиваемого ПО,https://ekaterinburg.hh.ru/vacancy/38577533?query=python,https://hh.ru/employer/3756494,,,
773,Инженер / Системный администратор (Linux/AWS),https://ekaterinburg.hh.ru/vacancy/38567571?query=python,https://hh.ru/employer/3711729,,,
774,Data Scientist (Internal Audit),https://ekaterinburg.hh.ru/vacancy/38083739?query=python,https://hh.ru/employer/599?dpt=rosbank-599-opyt,,,
775,Ведущий Программист JavaScript/WebGL,https://ekaterinburg.hh.ru/vacancy/37666372?query=python,https://hh.ru/employer/4161,,,
776,Программист С++/Qt,https://ekaterinburg.hh.ru/vacancy/38709614?query=python,https://hh.ru/employer/238419,,,
777,Системный аналитик в команду CDC Mobile,https://ekaterinburg.hh.ru/vacancy/39123048?query=python,https://hh.ru/employer/4023,,,
778,Системный администратор Linux (Zabbix),https://ekaterinburg.hh.ru/vacancy/37044252?query=python,https://hh.ru/employer/1864933,,,
779,Android developer,https://ekaterinburg.hh.ru/vacancy/32905474?query=python,https://hh.ru/employer/2136954,,,
780,Менеджер сквозной аналитики (bi систем),https://ekaterinburg.hh.ru/vacancy/38813443?query=python,https://hh.ru/employer/1362151,60000.0,90000.0,руб.
781,Full-stack разработчик,https://ekaterinburg.hh.ru/vacancy/39120901?query=python,https://hh.ru/employer/2651938,,,
782,Middle/Senior Backend Developer (Scala),https://ekaterinburg.hh.ru/vacancy/38989180?query=python,https://hh.ru/employer/2298630,180000.0,300000.0,руб.
783,Веб-аналитик/Старший веб-аналитик,https://ekaterinburg.hh.ru/vacancy/39154107?query=python,https://hh.ru/employer/3148,,,
784,Reverse Engineer,https://ekaterinburg.hh.ru/vacancy/38683888?query=python,https://hh.ru/employer/24947,,300000.0,руб.
785,DevOps specialist,https://ekaterinburg.hh.ru/vacancy/38576937?query=python,https://hh.ru/employer/3754209,100000.0,130000.0,руб.
786,"Разработчик Python (Senior Developer, Team lead)",https://ekaterinburg.hh.ru/vacancy/38516560?query=python,https://hh.ru/employer/3131901,150000.0,300000.0,руб.
787,Backend engineer at Diagnocat,https://ekaterinburg.hh.ru/vacancy/39081238?query=python,https://hh.ru/employer/47565,140000.0,230000.0,руб.
788,Data scientist/ Директор в управлении розничного моделирования,https://ekaterinburg.hh.ru/vacancy/37625294?query=python,https://hh.ru/employer/4181,,,
789,Data Engineer Департамента Отчетности,https://ekaterinburg.hh.ru/vacancy/39094231?query=python,https://hh.ru/employer/4448058,,,
790,Ведущий аналитик,https://ekaterinburg.hh.ru/vacancy/39101566?query=python,https://hh.ru/employer/92288,,,
791,Инженер по тестированию (Mobile),https://ekaterinburg.hh.ru/vacancy/38768334?query=python,https://hh.ru/employer/1046098,,,
792,Data аналитик/Старший data аналитик,https://ekaterinburg.hh.ru/vacancy/39139117?query=python,https://hh.ru/employer/3148,,,
793,Исследователь программного обеспечения,https://ekaterinburg.hh.ru/vacancy/32759493?query=python,https://hh.ru/employer/24283,,,
794,Разработчик DWH/BI,https://ekaterinburg.hh.ru/vacancy/38530142?query=python,https://hh.ru/employer/11680,,,
795,Java developer,https://ekaterinburg.hh.ru/vacancy/38390366?query=python,https://hh.ru/employer/4281,,,
796,QA Engineer (remote),https://ekaterinburg.hh.ru/vacancy/39125151?query=python,https://hh.ru/employer/1312113,,,
797,Middle Data Engineer,https://ekaterinburg.hh.ru/vacancy/37765437?query=python,https://hh.ru/employer/83639,,,
798,Преподаватель курсов по администрированию кластеров Hadoop/ NoSQL / BigData,https://ekaterinburg.hh.ru/vacancy/38825081?query=python,https://hh.ru/employer/3727908,200000.0,,руб.
799,Lead data analytics,https://ekaterinburg.hh.ru/vacancy/38672202?query=python,https://hh.ru/employer/1122462,,,
800,Аналитик (финансовое моделирование),https://ekaterinburg.hh.ru/vacancy/38816785?query=python,https://hh.ru/employer/1191643,,,
801,Аналитик базы данных,https://ekaterinburg.hh.ru/vacancy/38641968?query=python,https://hh.ru/employer/4719328,,,
802,Разработчик бекэнда,https://ekaterinburg.hh.ru/vacancy/37538164?query=python,https://hh.ru/employer/947197,,,
803,Аналитик в Медиасервисы,https://ekaterinburg.hh.ru/vacancy/39150764?query=python,https://hh.ru/employer/1740,,,
